RespondentID,Persona,Age,Gender,MaritalStatus,CityTier,Education,NumDependents,EmploymentStatus,YearsEmployed,AnnualIncome_INR,IncomeStability,SecondaryIncome_INR,SavingsPct_Monthly,SavingsBalance_INR,SpendingPattern,CreditUtilization,UPI_TxnMonthly,HasCreditCard,AppBasedLoan,PrimaryLoanType,LoanPurpose_New,LoanAmountSought,LoanTermMonths,ExistingDebt_INR,MonthlyEMI_INR,DebtToIncomeRatio,CreditHistoryYears,NumCreditAccounts,NumHardInquiries,MissedPayments,Bankruptcies,RepaymentHistory,HasProperty,HasVehicle,InvestmentValue_INR,EmergencyFundMonths,RiskTolerance,FinLiteracyScore,HasFinancialPlan,IncomeShockLast3Yr,FamilyBurdenScore,CreditScore,LoanApproved,MarketingSegment,ApprovalProbability
IND00185,MSME_Owner,51,Female,Married,Tier2,Graduate,2,Business_Owner,11,125609.0,Stable,0.0,0.0,0.0,Overspend,0.5908,22,0,0,Home_Loan,Education,246000.0,36,203391.0,5706.0,1.6192,22,1,1,0,0,Fair,0,1,0.0,2.4,Medium,7.6,1,1,0.6,515,0,AtRisk,0.3224
IND00186,Rural_Farmer,56,Female,Single,Rural,10th_12th,3,Self_Employed,26,42387.0,Seasonal,0.0,15.100180386524922,21442.0,Overspend,0.7571,8,0,1,Personal_Loan,Education,339000.0,60,175601.0,2956.0,4.1427,29,1,2,1,0,Excellent,0,0,0.0,0.8,Medium,1.7,1,1,0.75,532,0,AtRisk,0.3379
IND00187,Retired_Govt,60,Male,Married,Tier2,Graduate,4,Retired,32,59009.0,Unstable,15009.0,32.240281464482166,41947.0,Borderline,0.6609,25,0,0,Home_Loan,Business,885000.0,240,44976.0,189.0,0.7622,20,5,2,3,0,Good,1,0,27090.0,2.9,High,2.1,0,1,0.9,487,0,Emerging,0.3899
IND00188,Retired_Govt,65,Female,Divorced,Tier3,Postgraduate,0,Retired,32,52170.0,Stable,24031.0,17.11310091999558,19414.0,Just_right,0.4315,10,0,0,Business_Loan,Education,665000.0,36,51722.0,1451.0,0.9914,11,3,2,3,1,Fair,1,1,8768.0,2.0,Medium,6.8,0,1,0.3,370,0,AtRisk,0.1468
IND00189,Retired_Govt,69,Male,Married,Tier3,Graduate,2,Retired,35,52070.0,Seasonal,12576.0,15.727614247875636,83043.0,Well_within,0.2143,20,1,1,Home_Loan,Business,569000.0,84,567782.7371669929,1654.0,2.6415,2,2,0,1,0,Excellent,1,1,22560.0,6.6,Low,2.4,1,1,0.6,509,0,Emerging,0.4163
IND00190,Urban_Salaried,52,Male,Married,Tier2,Graduate,2,Salaried_Private,0,97642.0,Seasonal,7364.0,25.602461830325588,110971.0,Well_within,0.3549,58,1,0,None,Vehicle,294000.0,60,5857.0,99.0,0.06,8,4,1,0,0,Poor,1,1,21294.0,7.5,Medium,6.9,0,0,0.3,504,0,AtRisk,0.3402
IND00191,Rural_Farmer,29,Male,Married,Tier1,Below10th,1,Self_Employed,11,25894.0,Seasonal,0.0,11.523773320849712,3657.0,Borderline,0.3686,26,0,1,Education_Loan,Business,31000.0,120,187908.0,1582.0,6.0,8,4,2,3,0,Poor,0,0,0.0,2.1,Medium,7.1,0,0,0.15,435,0,AtRisk,0.2013
IND00192,Homemaker,52,Male,Married,Tier3,Below10th,5,Homemaker,0,12238.0,Stable,5406.0,2.176496831144039,729.0,Just_right,0.3981,9,0,1,Personal_Loan,Home,2283000.0,240,51562.0,217.0,4.2129,22,2,0,2,0,Excellent,1,1,33472.0,0.9,Low,5.3,0,1,1.05,532,0,Emerging,0.4292
IND00193,Rural_Farmer,27,Female,Married,Tier3,Below10th,5,Self_Employed,0,61625.0,Seasonal,3289.0,24.43944057591955,65168.0,Just_right,0.6472,14,1,1,None,Home,353000.0,24,1535.0,65.0,0.0249,4,3,4,0,0,Fair,0,0,0.0,3.6,Low,4.1,1,0,0.75,494,0,Emerging,0.4597
IND00194,Urban_Salaried,54,Female,Married,Tier1,Postgraduate,0,Salaried_Private,29,66919.0,Stable,0.0,16.58954023466715,52229.0,Overspend,0.919,36,0,1,Education_Loan,Vehicle,331000.0,48,27635.0,581.0,0.413,13,5,0,1,1,Poor,0,1,0.0,7.9,Medium,5.2,0,0,0.0,366,0,AtRisk,0.1542
IND00195,MSME_Owner,42,Female,Married,Tier2,Graduate,1,Business_Owner,9,151337.0,Seasonal,0.0,17.50527676908042,37971.0,Borderline,0.5789,22,1,0,Personal_Loan,Home,248000.0,84,37660.0,453.0,0.2488,14,3,3,3,0,Fair,0,1,0.0,2.7,Low,8.3,1,0,0.15,522,1,Emerging,0.4979
IND00196,Urban_Salaried,31,Female,Single,Tier2,PhD,5,Salaried_Private,29,124477.0,Stable,12108.0,34.37578227391493,119030.0,Just_right,0.6274,51,1,0,BNPL,Business,557000.0,24,10816.0,455.0,0.0869,7,1,3,1,0,Good,0,0,0.0,2.9,Medium,4.8,0,1,1.05,474,1,Emerging,0.4957
IND00197,Gig_Worker,35,Female,Married,Tier1,Diploma,2,Self_Employed,24,22493.0,Stable,6312.0,4.380032616391992,2368.0,Just_right,0.4434,46,0,0,Education_Loan,Medical,1247000.0,24,94991.0,3998.0,4.2229,6,3,2,1,0,Good,1,1,14118.0,1.9,High,4.6,1,0,0.3,494,0,AtRisk,0.367
IND00198,Homemaker,25,Male,Single,Tier1,Below10th,4,Homemaker,0,9900.0,Stable,0.0,4.456601079977323,2181.0,Borderline,0.4223,25,1,1,Home_Loan,Education,1066000.0,84,40359.0,485.0,4.0763,2,4,0,1,0,Poor,0,1,0.0,1.3,Low,5.8,1,0,0.6,409,0,AtRisk,0.2339
IND00199,Gig_Worker,31,Male,Married,Tier2,Diploma,0,Self_Employed,0,84720.0,Seasonal,4134.0,18.20691218237983,40303.0,Overspend,0.7612,44,1,0,Car_Loan,Vehicle,140000.0,12,52201.0,4394.0,0.6162,3,3,1,1,0,Excellent,0,0,0.0,0.4,High,4.4,1,0,0.0,493,1,Emerging,0.541
IND00200,Rural_Farmer,24,Female,Married,Tier3,Below10th,1,Self_Employed,8,10362.0,Seasonal,3615.0,14.18517575366148,4585.0,Overspend,0.985,10,0,0,BNPL,Medical,243000.0,48,1714418.830319553,5417.0,6.0,0,4,1,1,1,Good,0,1,0.0,0.9,Medium,6.4,1,0,0.15,364,0,AtRisk,0.093
IND00201,MSME_Owner,43,Male,Single,Tier2,Graduate,1,Business_Owner,14,94061.0,Unstable,0.0,25.53998443843208,110941.0,Borderline,0.6879,32,0,1,BNPL,Personal,132000.0,24,16922.0,712.0,0.1799,6,1,2,2,1,Good,1,0,39111.0,0.0,High,6.9,0,0,0.15,408,0,AtRisk,0.2951
IND00202,Retired_Govt,58,Male,Divorced,Tier3,Graduate,3,Retired,29,46417.0,Stable,0.0,26.42434027040019,44376.0,Just_right,0.2736,15,0,1,Education_Loan,Personal,252000.0,36,26771.0,751.0,0.5767,18,4,4,1,1,Excellent,0,1,0.0,2.8,Medium,5.8,0,0,0.45,473,0,Emerging,0.457
IND00203,Gig_Worker,50,Male,Married,Tier1,Graduate,3,Self_Employed,6,61273.0,Seasonal,0.0,1.978454095514456,4316.0,Well_within,0.2844,44,1,1,Gold_Loan,Debt_Consolidation,83000.0,120,20643.0,174.0,0.3369,18,1,1,1,0,Good,0,1,0.0,1.6,Low,4.0,0,0,0.45,562,1,Emerging,0.6162
IND00204,Urban_Salaried,46,Male,Married,Tier2,Graduate,1,Salaried_Private,18,219238.0,Stable,3849.0,15.57763390668632,107625.0,Just_right,0.511,41,1,0,Personal_Loan,NA,218000.0,240,22867.0,96.0,0.1043,14,2,1,2,0,Poor,1,0,1407.0,3.2,Medium,4.2,1,1,0.45,494,0,Emerging,0.3965
IND00205,Retired_Govt,66,Female,Married,Rural,Graduate,3,Retired,34,66488.0,Seasonal,15855.0,9.751915079734149,7291.0,Well_within,0.2194,2,1,0,Business_Loan,Vehicle,263000.0,12,136824.0,11516.0,2.0578,17,1,3,5,0,Good,1,1,281064.0,6.2,High,2.3,0,0,0.45,455,0,AtRisk,0.2596
IND00206,MSME_Owner,37,Female,Divorced,Tier2,Graduate,1,Business_Owner,18,113441.0,Stable,0.0,5.5769348472084985,24901.0,Just_right,0.6678,18,0,1,Home_Loan,Business,911000.0,24,112961.0,4754.0,0.9958,8,4,0,3,0,Good,0,1,0.0,2.2,Low,3.7,1,0,0.15,481,0,Emerging,0.4734
IND00207,Retired_Govt,59,Male,Single,Tier3,Graduate,2,Retired,37,45202.0,Stable,37009.0,25.42756609130326,33089.0,Borderline,0.2226,14,0,0,Business_Loan,Personal,466000.0,180,27988.0,157.0,0.6192,30,1,3,0,0,Fair,0,1,0.0,2.2,High,9.9,0,1,0.6,551,0,Emerging,0.3926
IND00208,Rural_Farmer,43,Male,Married,Tier2,10th_12th,1,Self_Employed,29,24601.0,Unstable,18631.0,5.959390029367823,5078.0,Borderline,0.3215,31,1,1,Home_Loan,Vehicle,588000.0,84,106154.0,1276.0,4.3149,18,3,0,3,0,Fair,0,1,0.0,0.0,High,7.2,1,1,0.45,459,0,AtRisk,0.2015
IND00209,Urban_Salaried,37,Female,Single,Tier2,Postgraduate,2,Salaried_Private,27,109093.0,Seasonal,9077.0,11.795063522801762,45441.0,Borderline,0.5,44,1,0,BNPL,Vehicle,849000.0,84,24518.0,295.0,0.2247,6,2,1,1,0,Excellent,1,1,19832.0,0.0,Medium,6.7,0,1,0.6,530,0,AtRisk,0.3767
IND00210,MSME_Owner,54,Male,Married,Tier2,Postgraduate,1,Business_Owner,27,106528.0,Stable,21757.0,21.009719679535166,104912.0,Well_within,0.5009,22,1,0,Business_Loan,Vehicle,1507000.0,48,8918.0,188.0,0.0837,17,1,2,1,2,Good,0,0,0.0,0.8,Medium,8.0,1,0,0.15,386,0,AtRisk,0.2759
IND00211,Urban_Salaried,39,Female,Married,Tier2,Graduate,3,Salaried_Private,21,103519.0,Unstable,0.0,13.014579668637186,35198.0,Borderline,0.968218485406487,37,0,0,Personal_Loan,Business,695000.0,36,87551.0,2456.0,0.8457,6,3,0,0,0,Fair,0,1,0.0,5.2,Low,3.6,0,0,0.45,494,0,Emerging,0.4031
IND00212,Rural_Farmer,47,Male,Married,Tier2,10th_12th,4,Self_Employed,19,22723.0,Stable,0.0,14.039101473846282,9533.0,Overspend,0.5183,30,0,1,Home_Loan,Business,933000.0,60,117562.0,1979.0,5.1735,13,2,3,1,0,Fair,1,0,16899.0,0.7,Low,4.2,1,1,0.9,451,0,AtRisk,0.1644
IND00213,Rural_Farmer,36,Female,Married,Rural,Below10th,3,Self_Employed,9,26718.0,Stable,8314.0,23.713619382861687,7435.0,Overspend,0.9001,5,1,1,Personal_Loan,Vehicle,150000.0,240,8039.0,34.0,0.3009,14,3,1,1,0,Fair,1,1,95558.0,2.9,Low,5.0,1,1,0.75,511,0,AtRisk,0.3739
IND00214,Gig_Worker,51,Male,Married,Tier2,Diploma,2,Self_Employed,9,17452.0,Unstable,0.0,17.70168640039169,7056.0,Just_right,0.5762,47,1,0,BNPL,Business,1013000.0,24,21912.0,922.0,1.2555,12,4,1,4,0,Good,0,1,0.0,0.4,Medium,1.0,1,1,0.6,487,0,AtRisk,0.2287
IND00215,MSME_Owner,27,Female,Married,Tier2,Graduate,1,Business_Owner,28,76617.0,Seasonal,2563.0,19.90014201915838,59863.0,Well_within,0.5187,23,0,1,Business_Loan,Vehicle,596000.0,36,67411.0,1891.0,0.8798,4,1,1,2,1,Excellent,0,1,0.0,3.1,Medium,9.6,0,0,0.15,426,0,AtRisk,0.318
IND00216,Homemaker,41,Male,Single,Tier2,10th_12th,3,Homemaker,0,13073.0,Stable,0.0,10.764182629458643,6943.0,Well_within,0.2313,19,0,1,None,Business,189000.0,120,5195.0,44.0,0.3974,1,4,3,2,0,Excellent,0,0,0.0,1.9,Low,5.3,0,0,0.45,528,0,Emerging,0.4506
IND00217,Rural_Farmer,46,Female,Divorced,Tier3,Diploma,4,Self_Employed,19,19205.0,Unstable,26857.0,8.251176208715053,4276.0,Just_right,0.2397,8,1,1,Gold_Loan,Medical,329000.0,120,79069.0,665.0,4.1169,13,2,1,0,0,Excellent,1,1,4476.0,0.0,Medium,4.4,1,1,0.9,542,0,AtRisk,0.3513
IND00218,Retired_Govt,61,Female,Single,Tier1,Postgraduate,3,Retired,30,44883.0,Unstable,0.0,11.207609061488384,22421.0,Well_within,0.4445,19,1,1,Education_Loan,Home,235000.0,36,27472.0,771.0,0.6121,19,2,2,1,0,Good,1,0,33542.0,0.8,Low,5.2,0,0,0.45,530,0,AtRisk,0.3641
IND00219,Urban_Salaried,32,Female,Married,Tier2,PhD,2,Salaried_Private,18,121698.0,Stable,0.0,16.185519284272402,84354.0,Well_within,0.2823,55,1,1,Car_Loan,Personal,2000000.0,180,66234.0,372.0,0.5442,3,5,2,0,0,Good,0,0,0.0,4.7,Low,5.0,1,1,0.6,544,0,Emerging,0.4741
IND00220,MSME_Owner,56,Male,Married,Tier1,10th_12th,3,Business_Owner,3,145541.0,Seasonal,0.0,37.07513842532329,123768.0,Overspend,0.6317,22,1,0,Personal_Loan,Business,677000.0,240,33817.0,142.0,0.2324,30,5,0,0,0,Good,1,1,64185.0,3.0,Medium,3.3,1,0,0.45,614,1,Emerging,0.5417
IND00221,Rural_Farmer,41,Female,Married,Tier3,Below10th,5,Self_Employed,15,19703.0,Unstable,2530.0,17.246603095431304,15083.0,Just_right,0.0461,16,1,1,Gold_Loan,Vehicle,447000.0,240,138531.0,583.0,6.0,9,2,2,3,0,Excellent,0,1,0.0,1.7,Low,4.2,1,0,0.75,504,0,Emerging,0.3906
IND00222,MSME_Owner,56,Male,Divorced,Tier2,10th_12th,1,Business_Owner,21,204441.0,Stable,5240.0,13.79698467110985,95474.0,Well_within,0.3502,12,0,0,Business_Loan,Home,255000.0,60,36973.0,622.0,0.1808,10,3,1,1,1,Good,1,0,4016.0,0.0,Low,4.8,1,0,0.15,457,0,Emerging,0.4708
IND00223,Gig_Worker,32,Female,Single,Rural,Graduate,2,Self_Employed,15,33214.0,Unstable,0.0,2.372210453493633,2417.0,Well_within,0.0611,12,0,1,Business_Loan,Business,98000.0,120,11143.0,94.0,0.3355,11,3,2,0,1,Excellent,1,0,13985.0,0.0,High,4.4,1,0,0.3,521,0,AtRisk,0.3783
IND00224,Urban_Salaried,48,Female,Married,Tier1,Postgraduate,0,Salaried_Private,5,87486.0,Stable,0.0,20.99219876661588,24256.0,Well_within,0.4147,37,1,0,None,Debt_Consolidation,2020000.0,180,4039.0,23.0,0.0462,20,1,1,2,0,Good,1,1,6612.0,6.3,Low,3.7,0,1,0.3,538,1,Emerging,0.4937
IND00225,Retired_Govt,68,Female,Married,Tier1,Graduate,1,Retired,36,49902.0,Stable,3192.0,15.748012251480098,23380.0,Just_right,0.5689,32,1,0,BNPL,Home,1090000.0,60,169837.0,2859.0,3.4033,7,3,6,4,0,Good,1,1,3042.0,6.6,Low,4.7,0,1,0.45,421,0,AtRisk,0.2637
IND00226,Retired_Govt,68,Male,Married,Tier2,Graduate,6,Retired,33,45280.0,Unstable,33309.0,20.955097154222475,21202.0,Well_within,0.2386,29,1,0,Personal_Loan,Medical,1444000.0,12,185889.0,15646.0,4.1052,7,3,7,1,0,Good,1,0,5319.0,0.0,High,5.2,1,0,0.9,482,0,AtRisk,0.3562
IND00227,MSME_Owner,45,Male,Married,Tier2,Postgraduate,3,Business_Owner,5,265123.0,Unstable,0.0,18.6370676699241,76393.0,Borderline,0.5121,21,0,0,Personal_Loan,Home,354000.0,240,23624.0,99.0,0.0891,0,2,1,4,0,Excellent,0,0,0.0,1.5,Medium,3.4,0,0,0.45,500,1,Prime,0.632
IND00228,Gig_Worker,53,Male,Married,Tier3,10th_12th,2,Self_Employed,5,40434.0,Seasonal,12234.0,1.3210669565618218,2381.0,Overspend,0.961,13,0,1,Gold_Loan,Personal,74000.0,120,59122.0,498.0,1.4621,13,2,5,1,0,Excellent,1,0,5595.0,1.1,Low,5.5,0,0,0.3,471,0,AtRisk,0.3637
IND00229,MSME_Owner,38,Male,Single,Tier1,Graduate,2,Business_Owner,13,117861.0,Stable,0.0,10.712176007674165,35045.0,Borderline,0.622,23,1,1,Business_Loan,Education,205000.0,36,197645.0,5545.0,1.6769,3,4,6,4,0,Good,1,1,18543.0,2.3,Medium,3.8,0,1,0.6,431,0,Emerging,0.3941
IND00230,Homemaker,56,Female,Married,Rural,10th_12th,2,Homemaker,0,13158.0,Stable,67877.0,13.284931501230554,7861.0,Overspend,0.4487,1,0,1,Personal_Loan,Business,274000.0,48,342543.0,7208.0,6.0,1,4,2,0,0,Poor,0,1,0.0,2.8,Medium,8.7,0,0,0.3,451,0,AtRisk,0.2858
IND00231,Urban_Salaried,53,Male,Married,Tier2,Postgraduate,1,Salaried_Private,10,92367.0,Stable,11050.0,20.17348974597005,53337.0,Borderline,0.4546,38,0,0,Home_Loan,Personal,112000.0,240,22772.0,96.0,0.2465,0,2,1,0,0,Fair,1,1,126232.0,6.7,Medium,6.7,1,1,0.45,455,0,Emerging,0.4346
IND00232,Rural_Farmer,47,Female,Divorced,Tier1,Diploma,0,Self_Employed,25,29554.0,Seasonal,0.0,7.359397258266597,8001.0,Overspend,0.8631,26,1,0,Gold_Loan,Education,188000.0,24,128358.0,5402.0,4.343,4,1,0,1,0,Good,0,1,0.0,4.4,Low,1.6,1,1,0.3,415,0,AtRisk,0.1402
IND00233,MSME_Owner,22,Female,Married,Tier2,Postgraduate,2,Business_Owner,4,173221.0,Seasonal,6947.0,14.966214900875537,106289.0,Well_within,0.093,21,0,1,Gold_Loan,Home,234000.0,12,83677.0,7043.0,0.4831,0,2,1,0,0,Excellent,0,0,0.0,2.8,Low,4.9,0,0,0.3,550,1,Prime,0.6395
IND00234,Urban_Salaried,46,Female,Married,Tier2,Graduate,1,Salaried_Private,5,154192.0,Stable,0.0,14.237609838250805,97736.0,Just_right,0.1498,43,0,0,Personal_Loan,Business,745000.0,240,16608.0,70.0,0.1077,6,6,2,3,0,Excellent,1,1,588.0,0.0,Medium,3.0,0,1,0.45,547,1,Emerging,0.6101
IND00235,MSME_Owner,47,Male,Married,Tier2,Graduate,2,Business_Owner,28,95587.0,Seasonal,0.0,12.277765242475503,33754.0,Overspend,0.9209,20,1,0,Education_Loan,Business,312000.0,12,227838.0,19176.0,2.3835,13,3,2,5,0,Good,1,0,45080.0,0.0,Low,3.5,1,0,0.3,432,0,AtRisk,0.3106
IND00236,MSME_Owner,36,Male,Married,Tier1,10th_12th,2,Business_Owner,12,152422.0,Unstable,8518.0,10.873985347002334,30217.0,Just_right,0.3075,28,0,0,Business_Loan,Debt_Consolidation,345000.0,120,9699.0,82.0,0.0636,11,3,0,1,0,Poor,0,0,0.0,3.3,High,5.7,0,0,0.3,569,0,Emerging,0.4731
IND00237,Rural_Farmer,31,Male,Married,Tier3,Below10th,4,Self_Employed,9,23879.0,Seasonal,0.0,14.632840489942994,7063.0,Just_right,0.2758,16,1,0,Home_Loan,Home,1344000.0,84,68941.0,829.0,2.887,2,5,2,0,0,Excellent,1,0,38782.0,4.7,Medium,4.6,1,0,0.6,552,1,Emerging,0.5698
IND00238,Rural_Farmer,24,Male,Single,Tier3,Below10th,2,Self_Employed,9,24790.0,Seasonal,8661.0,16.956953261239534,13476.0,Just_right,0.497,18,0,0,Gold_Loan,Education,531000.0,36,13365.0,375.0,0.5391,0,3,0,0,0,Excellent,1,1,6966.0,3.9,Medium,6.3,0,1,0.6,532,1,Emerging,0.4936
IND00239,Retired_Govt,65,Other,Single,Tier2,Graduate,0,Retired,26,57267.0,Stable,10171.0,23.451670910192966,23917.0,Just_right,0.236,28,1,0,Gold_Loan,Vehicle,866000.0,24,56480.0,2377.0,0.9862,26,3,3,3,0,Excellent,1,0,6500.0,4.0,Medium,4.3,0,0,0.0,564,0,Emerging,0.4666
IND00240,Gig_Worker,22,Male,Married,Tier3,Graduate,1,Self_Employed,1,67262.0,Stable,0.0,34.61985694162233,80903.0,Just_right,0.4607,9,0,0,Education_Loan,Business,603000.0,24,40304.0,1696.0,0.5992,1,4,2,0,0,Fair,1,0,4864.0,2.0,Low,8.3,1,0,0.15,508,0,AtRisk,0.3797
IND00241,Retired_Govt,60,Female,Married,Tier1,Graduate,2,Retired,31,61446.0,Stable,16049.0,27.81910395174815,73324.0,Overspend,0.494,20,1,0,Personal_Loan,Education,187000.0,60,20246.0,341.0,0.3295,30,3,0,1,0,Poor,1,0,14393.0,6.0,Low,3.9,1,1,0.6,521,0,AtRisk,0.3613
IND00242,Gig_Worker,24,Male,Married,Rural,Graduate,0,Self_Employed,22,52205.0,Unstable,0.0,19.416588081383736,25320.0,Borderline,0.437,3,0,0,Education_Loan,Home,1635000.0,120,153692.0,1294.0,2.944,1,1,3,4,0,Good,1,0,4766.0,2.4,Medium,8.7,0,1,0.3,420,0,AtRisk,0.2949
IND00243,MSME_Owner,54,Male,Single,Tier2,Graduate,0,Business_Owner,7,177985.0,Stable,0.0,15.609491628189168,97875.0,Overspend,0.6549,28,1,0,Home_Loan,Business,711000.0,84,44039.0,530.0,0.2474,19,2,3,1,0,Poor,1,1,17689.0,2.1,High,4.5,0,0,0.0,458,0,Emerging,0.4254
IND00244,MSME_Owner,31,Female,Married,Tier1,Postgraduate,0,Business_Owner,4,265158.0,Stable,0.0,25.396058078075885,100378.0,Well_within,0.4414,34,1,1,Home_Loan,Education,386000.0,60,25240.0,425.0,0.0952,5,3,3,0,1,Poor,0,1,0.0,2.5,Low,8.9,1,0,0.0,412,0,AtRisk,0.3686
IND00245,Rural_Farmer,44,Female,Married,Tier3,Diploma,1,Self_Employed,6,40083.0,Seasonal,8014.0,33.18679679389194,56246.0,Borderline,0.8273,14,1,1,BNPL,Debt_Consolidation,4264000.0,36,71868.0,2016.0,1.7929,17,5,0,0,0,Good,1,1,14167.0,2.7,Low,4.1,0,0,0.15,514,0,Emerging,0.4142
IND00246,Gig_Worker,55,Male,Married,Tier2,Diploma,1,Self_Employed,22,29689.0,Seasonal,0.0,14.171212024393126,11759.0,Borderline,0.6249,55,1,1,Personal_Loan,Home,380000.0,12,67039.0,5642.0,2.258,20,2,1,0,0,Fair,1,1,92982.0,4.9,High,4.8,0,0,0.15,513,0,AtRisk,0.2135
IND00247,Rural_Farmer,28,Male,Married,Rural,Below10th,5,Self_Employed,11,16674.0,Seasonal,2785.0,0.0,0.0,Borderline,0.3594,2,0,0,None,Personal,611000.0,48,4270.0,90.0,0.2561,7,3,3,0,1,Poor,1,1,9934.0,0.8,Low,5.2,1,1,1.05,368,0,AtRisk,0.1434
IND00248,Urban_Salaried,45,Male,Married,Tier1,Postgraduate,2,Salaried_Private,10,81628.0,Seasonal,0.0,29.77263296149836,60608.0,Just_right,0.2306,32,1,0,BNPL,Education,1784000.0,84,22327.0,268.0,0.2735,16,2,3,0,0,Good,1,1,22583.0,3.3,Medium,6.2,1,0,0.3,534,1,Emerging,0.5418
IND00249,Gig_Worker,49,Male,Single,Tier2,10th_12th,3,Self_Employed,9,56469.0,Stable,14483.0,7.416930971249941,20124.0,Well_within,0.0199,35,1,0,Car_Loan,Home,1994000.0,180,49310.0,277.0,0.8732,13,1,1,0,0,Excellent,0,1,0.0,4.3,High,7.8,1,0,0.45,612,1,Prime,0.644
IND00250,MSME_Owner,41,Female,Married,Tier1,Graduate,2,Business_Owner,7,37442.0,Unstable,0.0,2.766336449032016,3975.0,Overspend,0.6379,23,0,1,Home_Loan,Education,6702000.0,240,17662.0,74.0,0.4717,13,4,3,2,0,Fair,0,1,0.0,4.9,Low,3.8,0,1,0.6,484,0,AtRisk,0.3456
IND00251,Urban_Salaried,34,Male,Married,Tier1,Postgraduate,1,Salaried_Private,26,80026.0,Stable,2034.0,22.380652919908425,88425.0,Well_within,0.3612,60,1,0,Personal_Loan,Home,277000.0,240,97594.0,411.0,1.2195,4,5,1,0,0,Excellent,1,1,8544.0,4.8,Low,3.1,1,1,0.45,547,0,Emerging,0.4153
IND00252,Urban_Salaried,55,Male,Single,Tier2,Graduate,2,Salaried_Private,18,52040.0,Seasonal,15214.0,27.06868623781412,28343.0,Borderline,0.3126,50,0,0,None,Vehicle,908000.0,48,20706.0,436.0,0.3979,3,4,0,0,0,Poor,1,1,29259.0,5.1,High,10.0,0,0,0.3,504,0,Emerging,0.4491
IND00253,Retired_Govt,56,Male,Single,Tier2,Graduate,3,Retired,28,57515.0,Stable,0.0,19.146853442215725,26684.0,Borderline,0.3146,32,1,0,Business_Loan,NA,437000.0,48,424641.0,8935.0,6.0,30,4,0,1,0,Excellent,1,0,7866.0,4.2,Low,2.2,1,0,0.45,565,1,Emerging,0.5523
IND00254,Homemaker,51,Female,Divorced,Tier3,Below10th,4,Homemaker,0,10140.0,Unstable,14216.0,18.93562585613709,3885.0,Just_right,0.266,12,0,1,Personal_Loan,Education,1582000.0,84,9433.0,113.0,0.9302,17,1,4,0,0,Excellent,1,1,10473.0,1.4,Low,7.0,0,0,0.6,592,1,Prime,0.6363
IND00255,Rural_Farmer,52,Female,Married,Tier3,10th_12th,2,Self_Employed,8,20723.0,Unstable,0.0,23.86120843565615,13466.0,Just_right,0.2615,6,0,1,None,Personal,423000.0,120,1096.0,9.0,0.0529,6,4,0,0,0,Good,1,0,44484.0,1.6,Medium,6.5,1,0,0.3,562,1,Emerging,0.5436
IND00256,Homemaker,50,Female,Divorced,Tier2,10th_12th,4,Homemaker,0,12938.0,Stable,0.0,13.275056716587768,2635.0,Well_within,0.4432,25,1,0,Personal_Loan,Education,1539000.0,12,31558.0,2656.0,2.439,20,2,4,3,0,Good,1,0,6718.0,0.0,Low,7.3,1,1,0.9,462,0,Emerging,0.3868
IND00257,Urban_Salaried,29,Male,Married,Tier2,Graduate,3,Salaried_Private,4,159782.0,Stable,5314.0,26.59844816615614,206984.0,Borderline,0.3922,41,1,1,Education_Loan,Education,359000.0,36,43806.0,1229.0,0.2742,0,5,3,0,0,Excellent,0,1,0.0,3.0,Low,6.2,1,0,0.45,577,1,Prime,0.6699
IND00258,Gig_Worker,54,Male,Married,Tier2,Diploma,1,Self_Employed,29,49544.0,Seasonal,0.0,9.578507614960763,7315.0,Just_right,0.2676,37,1,1,Personal_Loan,Home,120000.0,180,102607.0,576.0,2.071,17,3,3,0,0,Good,1,1,34150.0,0.7,Low,7.0,0,0,0.15,551,0,Emerging,0.4381
IND00259,Homemaker,46,Female,Married,Rural,10th_12th,2,Homemaker,0,12766.0,Stable,0.0,3.1460939040291738,611.0,Well_within,0.9911667172678084,5,1,0,BNPL,Medical,116000.0,48,48133.0,1013.0,3.7701,19,2,0,0,0,Good,1,0,49913.0,0.2,Medium,5.8,1,0,0.3,461,0,AtRisk,0.2825
IND00260,Gig_Worker,48,Male,Single,Tier3,Diploma,2,Self_Employed,13,12523.0,Unstable,9930.0,12.448695729006303,2529.0,Just_right,0.6241,12,0,1,Personal_Loan,Personal,97000.0,60,35644.0,600.0,2.8461,7,5,1,4,0,Fair,1,1,52884.0,1.1,Medium,7.1,1,0,0.3,408,0,AtRisk,0.1493
IND00261,Rural_Farmer,25,Female,Single,Rural,Diploma,3,Self_Employed,7,79512.0,Seasonal,0.0,10.51992938170765,22066.0,Just_right,0.5969,4,1,0,Business_Loan,Medical,1023000.0,12,78702.0,6624.0,0.9898,1,2,0,0,0,Fair,1,1,1179.0,2.7,Low,4.8,1,0,0.45,491,0,AtRisk,0.3643
IND00262,Retired_Govt,62,Male,Married,Tier2,Graduate,0,Retired,28,40962.0,Stable,45455.0,16.25439222429705,8022.0,Just_right,0.1025,26,1,0,Personal_Loan,Business,535000.0,240,91610.0,386.0,2.2364,22,3,2,2,1,Good,0,0,0.0,3.3,Low,6.9,0,0,0.0,422,0,AtRisk,0.2637
